id,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,arrival_date
7101,Resort_Hotel,2,0,2,1,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,15,NULL,0,Transient,70.4,none,0,2017-04-19
7102,Resort_Hotel,174,1,3,2,HB,FRA,Online_TA,TA/TO,0,0,0,A,A,3,No_Deposit,240,NULL,0,Transient-Party,81,none,2,2017-04-17
7103,Resort_Hotel,34,1,3,2,BB,GBR,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,100,none,1,2017-04-17
7104,Resort_Hotel,8,0,1,1,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No_Deposit,NULL,47,0,Transient,45,none,0,2017-04-20
7105,Resort_Hotel,137,0,2,2,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,A,C,1,No_Deposit,177,NULL,0,Transient,43.2,none,1,2017-04-19
7106,Resort_Hotel,23,0,2,2,BB,GBR,Groups,Direct,0,0,0,A,A,0,No_Deposit,NULL,NULL,0,Transient-Party,99,none,0,2017-04-20
7107,Resort_Hotel,32,2,4,3,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,40,NULL,0,Transient,85.84,none,0,2017-04-16
7108,Resort_Hotel,0,0,1,2,BB,NLD,Direct,Direct,0,0,0,A,A,0,No_Deposit,NULL,NULL,0,Transient,80,parking,0,2017-04-21
7109,Resort_Hotel,108,0,1,2,BB,IRL,Direct,TA/TO,0,0,0,A,A,0,No_Deposit,NULL,NULL,0,Transient,74.25,none,2,2017-04-22
7110,Resort_Hotel,91,2,5,2,BB,ITA,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,93.57,none,1,2017-04-15
7111,Resort_Hotel,98,2,5,2,BB,GBR,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,241,NULL,0,Transient,58.02,none,1,2017-04-15
7112,Resort_Hotel,73,2,5,2,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,171,NULL,0,Transient,43.2,none,0,2017-04-15
7113,Resort_Hotel,128,2,8,2,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No_Deposit,493,NULL,0,Contract,80,none,0,2017-04-13
7114,Resort_Hotel,76,2,6,2,BB,IND,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,63.13,none,2,2017-04-15
7115,Resort_Hotel,131,2,5,3,HB,DEU,Groups,TA/TO,0,0,0,C,C,2,No_Deposit,493,NULL,0,Contract,105,none,0,2017-04-16
7116,Resort_Hotel,0,0,2,1,BB,FRA,Direct,Direct,0,0,0,E,E,1,No_Deposit,250,NULL,0,Transient,137,parking,0,2017-04-21
7117,Resort_Hotel,6,0,4,1,BB,GBR,Direct,Direct,0,0,0,E,E,1,No_Deposit,250,NULL,0,Transient,121,none,0,2017-04-19
7118,Resort_Hotel,150,1,5,2,HB,FRA,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,129,parking,1,2017-04-17
7119,Resort_Hotel,12,0,5,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,40,NULL,0,Contract,47.5,none,0,2017-04-18
7120,Resort_Hotel,153,0,4,2,HB,FRA,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,241,NULL,0,Transient,65.87,parking,1,2017-04-19
7121,Resort_Hotel,131,2,5,2,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No_Deposit,493,NULL,0,Contract,40,none,1,2017-04-16
7122,Resort_Hotel,131,2,5,2,HB,DEU,Groups,TA/TO,0,0,0,A,E,1,No_Deposit,493,NULL,0,Contract,107,parking,1,2017-04-16
7123,Resort_Hotel,131,2,5,2,HB,CHE,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,493,NULL,0,Contract,80,none,1,2017-04-16
7124,Resort_Hotel,138,1,5,2,HB,ESP,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,105,none,2,2017-04-17
7125,Resort_Hotel,84,1,5,1,BB,USA,Direct,Direct,0,0,0,E,E,1,No_Deposit,NULL,NULL,0,Transient-Party,114.6,none,0,2017-04-18
7126,Resort_Hotel,62,1,4,1,BB,RUS,Corporate,Corporate,0,0,0,A,D,1,No_Deposit,NULL,307,0,Transient-Party,85,none,0,2017-04-19
7127,Resort_Hotel,84,1,5,1,BB,ITA,Direct,Direct,0,0,0,E,E,1,No_Deposit,NULL,NULL,0,Transient-Party,74.6,none,0,2017-04-18
7128,Resort_Hotel,42,1,5,2,BB,PRT,Direct,Direct,0,0,0,D,D,1,No_Deposit,NULL,NULL,0,Transient,70,none,1,2017-04-18
7129,Resort_Hotel,74,2,3,2,HB,GBR,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,242,NULL,0,Transient,100,none,1,2017-04-20
7130,Resort_Hotel,212,2,3,2,BB,IRL,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,67.5,none,1,2017-04-20
7131,Resort_Hotel,184,2,5,1,BB,GBR,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient-Party,93.86,none,2,2017-04-19
7132,Resort_Hotel,0,0,1,2,BB,PRT,Direct,Direct,0,0,0,A,A,0,No_Deposit,NULL,NULL,0,Transient,84,none,0,2017-04-25
7133,Resort_Hotel,60,3,6,1,BB,ITA,Groups,Corporate,0,0,0,A,A,2,No_Deposit,NULL,307,0,Transient-Party,85,parking,0,2017-04-17
7134,Resort_Hotel,237,0,2,2,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,502,NULL,34,Transient-Party,90,none,0,2017-04-25
7135,Resort_Hotel,204,0,2,2,HB,AUT,Groups,TA/TO,0,0,0,A,D,3,No_Deposit,502,NULL,1,Transient-Party,90,none,0,2017-04-25
7136,Resort_Hotel,203,0,2,2,HB,AUT,Groups,TA/TO,0,0,0,A,D,1,No_Deposit,502,NULL,0,Transient-Party,90,none,0,2017-04-25
7137,Resort_Hotel,203,0,2,2,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,502,NULL,0,Transient-Party,90,none,0,2017-04-25
7138,Resort_Hotel,203,0,2,2,HB,AUT,Groups,TA/TO,0,0,0,A,A,2,No_Deposit,502,NULL,0,Transient-Party,90,none,0,2017-04-25
7139,Resort_Hotel,203,0,2,2,HB,AUT,Groups,TA/TO,0,0,0,A,A,2,No_Deposit,502,NULL,0,Transient-Party,90,none,0,2017-04-25
7140,Resort_Hotel,109,0,2,1,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,502,NULL,0,Transient-Party,75,none,0,2017-04-25
7141,Resort_Hotel,109,0,2,1,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,502,NULL,0,Transient-Party,75,none,0,2017-04-25
7142,Resort_Hotel,12,2,2,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,E,0,No_Deposit,40,NULL,0,Contract,45.5,none,0,2017-04-23
7143,Resort_Hotel,28,3,7,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,40,NULL,0,Contract,50.86,none,0,2017-04-17
7144,Resort_Hotel,3,1,2,2,BB,AUS,Direct,Direct,0,0,0,E,E,0,No_Deposit,NULL,NULL,0,Transient-Party,131,none,0,2017-04-24
7145,Resort_Hotel,5,0,1,1,BB,PRT,Online_TA,TA/TO,1,0,1,A,A,0,No_Deposit,240,NULL,0,Group,190,none,0,2017-07-25
7146,Resort_Hotel,12,0,3,2,Undefined,PRT,Direct,Direct,0,0,0,E,E,0,No_Deposit,250,NULL,0,Transient,196,parking,1,2017-04-25
7147,Resort_Hotel,93,2,4,1,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,D,1,No_Deposit,40,NULL,0,Contract,51.2,none,0,2017-04-22
7148,Resort_Hotel,1,0,1,1,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,71,none,1,2017-04-27
7149,Resort_Hotel,106,2,8,2,BB,GBR,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,86,none,0,2017-04-19
7150,Resort_Hotel,23,2,5,2,Undefined,SWE,Groups,TA/TO,0,0,0,D,D,0,No_Deposit,527,NULL,0,Transient-Party,116,none,1,2017-04-22
7151,Resort_Hotel,31,2,4,2,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,298,NULL,0,Transient-Party,93,none,0,2017-04-23
7152,Resort_Hotel,31,2,4,2,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,298,NULL,0,Transient-Party,95,none,0,2017-04-23
7153,Resort_Hotel,31,2,4,2,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,298,NULL,0,Transient-Party,93,none,0,2017-04-23
7154,Resort_Hotel,185,2,4,2,HB,DEU,Groups,TA/TO,0,0,0,E,F,3,No_Deposit,298,NULL,154,Transient-Party,93,none,0,2017-04-23
7155,Resort_Hotel,31,2,4,1,HB,DEU,Groups,TA/TO,0,0,0,A,A,2,No_Deposit,298,NULL,0,Transient-Party,74,none,0,2017-04-23
7156,Resort_Hotel,1,0,1,1,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,330,NULL,0,Transient-Party,45,none,0,2017-04-28
7157,Resort_Hotel,1,0,1,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,330,NULL,0,Transient-Party,50,none,1,2017-04-28
7158,Resort_Hotel,252,2,5,1,BB,GBR,Groups,TA/TO,0,0,0,A,A,4,No_Deposit,273,NULL,0,Transient-Party,49.16,none,0,2017-04-22
7159,Resort_Hotel,23,2,5,1,Undefined,SWE,Groups,TA/TO,0,0,0,D,D,1,No_Deposit,527,NULL,0,Transient-Party,117.71,none,1,2017-04-22
7160,Resort_Hotel,0,0,0,2,BB,PRT,Direct,Direct,1,0,0,G,G,0,No_Deposit,NULL,NULL,0,Transient,0,none,0,2017-05-08
7161,Resort_Hotel,0,0,0,2,BB,PRT,Direct,Direct,1,0,0,G,G,0,No_Deposit,NULL,NULL,0,Transient,0,none,0,2017-05-08
7162,Resort_Hotel,252,2,5,2,BB,GBR,Groups,TA/TO,0,0,0,D,D,2,No_Deposit,273,NULL,0,Transient-Party,76.8,none,0,2017-04-22
7163,Resort_Hotel,0,0,2,2,BB,PRT,Direct,Direct,0,0,0,A,A,0,No_Deposit,NULL,NULL,0,Transient,95,none,0,2017-04-27
7164,Resort_Hotel,252,2,5,2,BB,GBR,Groups,TA/TO,0,0,0,D,D,4,No_Deposit,273,NULL,0,Transient-Party,76.8,none,0,2017-04-22
7165,Resort_Hotel,288,2,7,2,Undefined,SWE,Groups,TA/TO,0,0,0,C,C,0,No_Deposit,527,NULL,14,Transient,131,none,0,2017-04-20
7166,Resort_Hotel,252,2,5,2,BB,GBR,Groups,TA/TO,0,0,0,D,D,2,No_Deposit,273,NULL,0,Transient,75.09,none,0,2017-04-22
7167,Resort_Hotel,252,2,5,2,BB,GBR,Groups,TA/TO,0,0,0,D,D,2,No_Deposit,273,NULL,0,Transient-Party,76.8,none,0,2017-04-22
7168,Resort_Hotel,252,2,5,2,BB,GBR,Groups,TA/TO,0,0,0,D,D,2,No_Deposit,273,NULL,0,Transient-Party,75.09,none,0,2017-04-22
7169,Resort_Hotel,234,2,5,2,Undefined,SWE,Groups,TA/TO,0,0,0,D,D,0,No_Deposit,527,NULL,0,Transient-Party,116,none,0,2017-04-22
7170,Resort_Hotel,276,2,5,1,Undefined,SWE,Groups,TA/TO,0,0,0,A,E,0,No_Deposit,527,NULL,0,Transient-Party,86.29,none,0,2017-04-22
7171,Resort_Hotel,252,2,5,2,BB,GBR,Groups,TA/TO,0,0,0,D,D,2,No_Deposit,273,NULL,0,Transient-Party,76.8,none,0,2017-04-22
7172,Resort_Hotel,23,2,5,2,Undefined,SWE,Groups,TA/TO,0,0,0,A,C,0,No_Deposit,527,NULL,0,Transient-Party,104,none,0,2017-04-22
7173,Resort_Hotel,276,2,5,2,Undefined,SWE,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,527,NULL,0,Transient-Party,104,none,1,2017-04-22
7174,Resort_Hotel,276,2,5,1,Undefined,SWE,Groups,TA/TO,0,0,0,A,A,1,No_Deposit,527,NULL,0,Transient-Party,72,none,0,2017-04-22
7175,Resort_Hotel,276,2,5,2,Undefined,SWE,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,527,NULL,0,Transient-Party,104,none,0,2017-04-22
7176,Resort_Hotel,23,2,5,2,Undefined,SWE,Groups,TA/TO,0,0,0,D,D,0,No_Deposit,527,NULL,0,Transient-Party,116,none,1,2017-04-22
7177,Resort_Hotel,38,2,5,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,40,NULL,0,Contract,52.85,none,0,2017-04-22
7178,Resort_Hotel,317,2,5,2,HB,GBR,Groups,TA/TO,0,0,0,D,E,1,No_Deposit,273,NULL,64,Transient-Party,78.94,none,0,2017-04-23
7179,Resort_Hotel,253,2,5,1,HB,GBR,Groups,TA/TO,0,0,0,D,E,3,No_Deposit,273,NULL,0,Transient-Party,67.37,none,0,2017-04-23
7180,Resort_Hotel,253,2,5,2,HB,GBR,Groups,TA/TO,0,0,0,D,D,1,No_Deposit,273,NULL,0,Transient-Party,80.94,none,0,2017-04-23
7181,Resort_Hotel,253,2,5,1,HB,GBR,Groups,TA/TO,0,0,0,A,A,2,No_Deposit,273,NULL,0,Transient-Party,51.37,none,0,2017-04-23
7182,Resort_Hotel,8,0,3,1,BB,GBR,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,104,parking,1,2017-04-27
7183,Resort_Hotel,8,0,3,1,BB,GBR,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,97,none,1,2017-04-27
7184,Resort_Hotel,94,2,5,2,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,C,0,No_Deposit,40,NULL,0,Contract,70.95,none,0,2017-04-23
7185,Resort_Hotel,3,1,0,2,BB,PRT,Online_TA,TA/TO,1,0,1,A,A,0,No_Deposit,240,NULL,0,Transient,60,none,1,2017-05-15
7186,Resort_Hotel,28,0,4,2,BB,FRA,Online_TA,TA/TO,0,0,0,G,G,1,No_Deposit,240,NULL,0,Transient-Party,165,parking,0,2017-04-26
7187,Resort_Hotel,19,0,2,2,BB,IRL,Online_TA,TA/TO,0,0,1,A,D,0,No_Deposit,242,NULL,0,Transient,108,parking,1,2017-05-02
7188,Resort_Hotel,28,0,4,1,BB,FRA,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,240,NULL,0,Transient-Party,172,none,0,2017-04-26
7189,Resort_Hotel,9,1,5,2,BB,ISR,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,103.67,none,1,2017-04-24
7190,Resort_Hotel,1,0,1,2,BB,USA,Direct,Direct,0,0,0,E,E,0,No_Deposit,250,NULL,0,Transient,107,parking,0,2017-04-29
7191,Resort_Hotel,27,3,8,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,40,NULL,0,Contract,50.85,none,0,2017-04-20
7192,Resort_Hotel,97,1,1,2,Undefined,ESP,Online_TA,TA/TO,0,0,0,A,C,1,No_Deposit,314,NULL,0,Transient,115.2,none,1,2017-04-29
7193,Resort_Hotel,24,1,0,2,BB,FIN,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,100,none,1,2017-04-30
7194,Resort_Hotel,6,1,3,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,106,none,0,2017-04-27
7195,Resort_Hotel,75,1,1,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,82,parking,1,2017-04-29
7196,Resort_Hotel,0,1,0,1,BB,PRT,Direct,Direct,0,0,0,E,E,0,No_Deposit,NULL,NULL,0,Transient,100,parking,0,2017-04-30
7197,Resort_Hotel,76,1,1,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient-Party,82,none,1,2017-04-29
7198,Resort_Hotel,2,1,0,2,BB,BRA,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,90,none,1,2017-04-30
7199,Resort_Hotel,96,1,1,2,BB,PRT,Direct,Direct,0,0,0,A,C,3,No_Deposit,250,NULL,0,Transient,76.5,none,0,2017-04-29
7200,Resort_Hotel,14,1,1,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,103,parking,0,2017-04-29
7201,Resort_Hotel,1,1,0,2,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,112,parking,1,2017-04-30
7202,Resort_Hotel,47,1,1,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,171,NULL,0,Transient,67,parking,0,2017-04-29
7203,Resort_Hotel,11,1,2,2,BB,ESP,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,121,none,1,2017-04-28
7204,Resort_Hotel,5,1,1,2,BB,BRA,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,113,parking,1,2017-04-29
7205,Resort_Hotel,0,1,2,2,FB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,6,NULL,0,Transient,88.2,none,0,2017-04-28
7206,Resort_Hotel,5,1,1,2,BB,BRA,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,106,none,1,2017-04-29
7207,Resort_Hotel,1,1,1,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,2,No_Deposit,240,NULL,0,Transient,116,none,1,2017-04-29
7208,Resort_Hotel,26,1,2,2,BB,ESP,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,122,parking,1,2017-04-28
7209,Resort_Hotel,0,1,0,2,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,105,none,1,2017-04-30
7210,Resort_Hotel,24,1,2,1,BB,PRT,Direct,Direct,0,0,0,A,A,2,No_Deposit,NULL,NULL,0,Transient,61.5,none,0,2017-04-28
7211,Resort_Hotel,46,2,2,2,BB,GBR,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient-Party,117,none,0,2017-04-28
7212,Resort_Hotel,111,2,2,2,BB,GBR,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,242,NULL,0,Transient,97.5,none,1,2017-04-28
7213,Resort_Hotel,100,2,1,2,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,385,NULL,0,Transient-Party,83,none,1,2017-04-29
7214,Resort_Hotel,100,2,1,2,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,385,NULL,0,Transient-Party,83,none,1,2017-04-29
7215,Resort_Hotel,100,2,1,2,Undefined,PRT,Groups,TA/TO,0,0,0,D,D,0,No_Deposit,385,NULL,0,Transient-Party,93,none,0,2017-04-29
7216,Resort_Hotel,221,2,1,1,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,2,No_Deposit,385,NULL,121,Transient-Party,0,none,1,2017-04-29
7217,Resort_Hotel,100,2,1,2,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,385,NULL,0,Transient-Party,83,none,1,2017-04-29
7218,Resort_Hotel,12,2,5,2,HB,GBR,Online_TA,TA/TO,0,0,0,F,F,0,No_Deposit,241,NULL,0,Transient,144.4,none,1,2017-04-25
7219,Resort_Hotel,38,1,0,2,HB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,468,NULL,0,Transient,93.6,none,0,2017-05-01
7220,Resort_Hotel,5,2,1,2,HB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,241,NULL,0,Transient,110.8,parking,1,2017-04-29
7221,Resort_Hotel,215,2,2,2,HB,ESP,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,103.3,parking,2,2017-04-28
7222,Resort_Hotel,74,2,0,1,BB,GBR,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,241,NULL,0,Transient,55.59,none,1,2017-04-30
7223,Resort_Hotel,4,1,0,2,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No_Deposit,NULL,20,0,Transient,60,none,0,2017-05-01
7224,Resort_Hotel,4,1,0,2,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No_Deposit,NULL,20,0,Transient,218,none,0,2017-07-02
7225,Resort_Hotel,112,2,1,2,BB,IRL,Online_TA,TA/TO,0,0,0,A,D,5,No_Deposit,240,NULL,0,Transient,81.67,none,1,2017-04-29
7226,Resort_Hotel,126,2,5,2,HB,GBR,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,142.43,none,1,2017-04-26
7227,Resort_Hotel,60,2,2,2,BB,ESP,Online_TA,TA/TO,0,0,0,E,F,0,No_Deposit,240,NULL,0,Transient-Party,115,none,1,2017-04-29
7228,Resort_Hotel,4,1,3,1,BB,PRT,Offline_TA/TO,TA/TO,1,0,1,A,A,0,No_Deposit,146,NULL,0,Transient,104,none,0,2017-06-05
7229,Resort_Hotel,42,1,1,2,BB,NLD,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,92,parking,1,2017-05-01
7230,Resort_Hotel,22,1,1,2,BB,FRA,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,111,parking,1,2017-05-01
7231,Resort_Hotel,4,2,2,2,BB,PRT,Direct,Direct,0,0,0,A,A,0,No_Deposit,250,NULL,0,Transient,99.15,none,0,2017-04-29
7232,Resort_Hotel,25,2,2,2,BB,GBR,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,87,none,1,2017-04-29
7233,Resort_Hotel,6,0,1,2,BB,DEU,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,75,none,2,2017-05-02
7234,Resort_Hotel,129,2,4,2,HB,FRA,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,143.33,none,2,2017-04-28
7235,Resort_Hotel,126,0,2,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,6,NULL,0,Transient,64.8,none,0,2017-05-02
7236,Resort_Hotel,126,0,2,2,BB,DEU,Offline_TA/TO,TA/TO,0,0,0,D,G,0,No_Deposit,6,NULL,0,Contract,84,parking,1,2017-05-02
7237,Resort_Hotel,0,0,1,1,BB,ESP,Direct,Direct,0,0,0,A,A,0,No_Deposit,NULL,NULL,0,Transient,62,none,1,2017-05-03
7238,Resort_Hotel,6,0,1,1,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,146,NULL,0,Transient,45,none,0,2017-05-03
7239,Resort_Hotel,4,0,2,1,BB,PRT,Direct,Direct,0,0,0,A,A,1,No_Deposit,NULL,NULL,0,Transient,58.9,none,0,2017-05-02
7240,Resort_Hotel,2,2,5,2,BB,NLD,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,114.43,none,0,2017-04-27
7241,Resort_Hotel,134,0,1,1,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,1,No_Deposit,251,NULL,0,Transient-Party,62,none,0,2017-05-03
7242,Resort_Hotel,134,0,1,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,2,No_Deposit,251,NULL,0,Transient-Party,62,none,1,2017-05-03
7243,Resort_Hotel,3,0,1,2,BB,FRA,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,75,none,1,2017-05-03
7244,Resort_Hotel,118,2,2,2,HB,ESP,Direct,Direct,0,0,0,G,G,1,No_Deposit,250,NULL,0,Transient,184.5,none,1,2017-04-30
7245,Resort_Hotel,0,0,2,1,BB,AUS,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,66,none,1,2017-05-02
7246,Resort_Hotel,225,2,2,2,BB,IRL,Direct,Direct,0,0,0,E,E,0,No_Deposit,250,NULL,0,Transient,78,none,2,2017-04-30
7247,Resort_Hotel,96,2,3,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,177,NULL,0,Transient,43.2,none,0,2017-04-29
7248,Resort_Hotel,6,0,2,1,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,146,NULL,0,Transient,45,none,0,2017-05-03
7249,Resort_Hotel,181,2,6,1,BB,BEL,Online_TA,TA/TO,0,0,0,A,A,2,No_Deposit,240,NULL,0,Transient-Party,76.25,none,4,2017-04-27
7250,Resort_Hotel,202,0,1,2,BB,BRA,Groups,TA/TO,0,0,0,D,D,0,No_Deposit,251,NULL,0,Transient-Party,62,none,1,2017-05-04
7251,Resort_Hotel,202,0,1,2,BB,BRA,Groups,TA/TO,0,0,0,D,D,0,No_Deposit,251,NULL,0,Transient-Party,62,none,1,2017-05-04
7252,Resort_Hotel,202,0,1,2,BB,BRA,Groups,TA/TO,0,0,0,D,D,0,No_Deposit,251,NULL,0,Transient-Party,62,none,1,2017-05-04
7253,Resort_Hotel,202,0,1,2,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No_Deposit,251,NULL,0,Transient,62,none,1,2017-05-04
7254,Resort_Hotel,218,0,2,2,BB,ROU,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,240,NULL,0,Transient-Party,54,none,1,2017-05-03
7255,Resort_Hotel,220,0,1,2,BB,ROU,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,54,none,1,2017-05-05
7256,Resort_Hotel,79,0,3,2,BB,FRA,Online_TA,TA/TO,0,0,0,E,F,1,No_Deposit,240,NULL,0,Transient,122,parking,2,2017-05-02
7257,Resort_Hotel,300,2,5,2,BB,IRL,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,54,none,2,2017-04-28
7258,Resort_Hotel,0,0,1,2,BB,CN,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,75,none,0,2017-05-04
7259,Resort_Hotel,1,0,2,2,BB,PRT,Direct,Direct,0,0,0,D,D,0,No_Deposit,NULL,NULL,0,Transient,80.75,none,1,2017-05-03
7260,Resort_Hotel,87,2,3,2,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,6,NULL,0,Transient,50,none,0,2017-04-30
7261,Resort_Hotel,6,0,2,1,HB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,89,parking,1,2017-05-03
7262,Resort_Hotel,68,0,3,2,BB,NGA,Offline_TA/TO,TA/TO,0,0,0,A,C,1,No_Deposit,6,NULL,0,Transient,48,none,1,2017-05-02
7263,Resort_Hotel,102,2,5,2,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,177,NULL,0,Transient,63,none,0,2017-04-29
